reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
672c3f7b-c23e-4d67-a5ca-21ff8181f01e,Erwin Fuziananto,https://play-lh.googleusercontent.com/a-/ALV-UjXDpoOsca6c7GhnXPSxb8pQ79HHz3OpxsFuW1JXmF-TUmlTS0YY,👍🏻,5,0,6.6.0,2024-04-11 13:05:28,,,6.6.0
6afdb9cf-70b0-4a4a-96ff-a83f3d2d0a71,Akun Baru,https://play-lh.googleusercontent.com/a/ACg8ocIwrP1MxThWS9QRm_MzMk-IQe3yAS5zVZ4JQsYfsHq4mPxK9A=mo,"bonus saldo gak bisa di gunakan , tolong yang bisa bantu ajarin saya",5,0,6.6.0,2024-04-07 15:22:10,,,6.6.0
ae9ae45d-6568-4ee4-a062-3708a1632d07,muhammad sulaiman,https://play-lh.googleusercontent.com/a-/ALV-UjUY_Zm5_AujPcnvto1bu5ur65vkwcBnSIgU7pmKabe6Q0S-gVI,map titik penjemputan kadang berubah2 dan membuat driver bingung,3,0,6.6.0,2024-04-01 17:02:08,,,6.6.0
02246869-d0f3-4711-bc94-59069397343b,kunto Baskoro,https://play-lh.googleusercontent.com/a/ACg8ocIFHQNLL9SBSpt73--llBMcpE6NQjVJpo02P0oXUmvsWQ_KGg=mo,Jangan Setiap Hari Di Update Sayang pulsa datanya mahal,5,0,6.4.3,2024-03-25 06:04:06,,,6.4.3
81546f31-632c-4843-b6fc-a7db68e7ff13,Agus Pariyanto,https://play-lh.googleusercontent.com/a-/ALV-UjWkADd7z-p_1fOJ6t6A2t6-7ZeHoWqAaX77vg5PEnBB3n0Rf1YW,Membantu kebutuhan transportasi di jogja khususnya,5,0,6.5.0,2024-03-19 20:17:32,,,6.5.0
e3261067-91f0-4bc4-839a-630d7d7cf506,Albert Solo,https://play-lh.googleusercontent.com/a-/ALV-UjVQYVCPJHnryykS6tqXjDJ29680B_GgktzPA0i4g_mY-9ujRRPhng,Hanya ada di Yogjakarta,4,0,6.5.0,2024-03-16 11:22:21,,,6.5.0
f93991b4-bd14-473e-8a28-275e0189e91f,Dina Izza,https://play-lh.googleusercontent.com/a-/ALV-UjUdsIia4TNz3zJsKrCt8ScN7ZmuaWDkD5_bDdf5tzetbvEH7mpoFQ,"Order makanan, dibatalin driver, uangnya baliknya ke aplikasi, ga bisa ditarik, kalo ditarik kena potongan.haduuuhhhhh kalo ada bintang nol aku kasih bintang nol sihhhh!!!!!!!!!!!! PARAHHHH",1,0,,2024-03-14 17:54:23,,,
7343aa81-ce0b-47e6-b232-2db82dc9b91b,Risman Permana,https://play-lh.googleusercontent.com/a/ACg8ocK_XlyxfSBPnlE2qS3kLKnGJYhIz1EuXGg3W6RB0S-Wd__YzQ=mo,Aplikasi busuk,1,0,,2024-03-11 09:47:23,,,
bf83df81-1674-4798-af13-923558666aac,Bustami Kurniawan Widyatno,https://play-lh.googleusercontent.com/a/ACg8ocJ_qhUu36l2YzOns1hy6rEUgq_aa1lseAdnsQiaszpCeClcVA=mo,makasih mbak,5,0,6.3.0,2024-03-09 18:04:20,,,6.3.0
219ff5ca-8648-47a1-9a87-f06bf9b82534,Kurnaidi Adi,https://play-lh.googleusercontent.com/a/ACg8ocK79YANfsiVU5M4nn3xH23RiHUWEXs6s7jAwl6CLqaw0Si8KA=mo,Keren,5,0,,2024-03-07 05:21:54,,,
8a531078-d686-42e9-b2d4-0f23ccdbe598,Arief Nugroho,https://play-lh.googleusercontent.com/a-/ALV-UjVIoaZtQbZKGWwAYqijU6WwK6WFpMwrD48QxHtAWgItuS3l3ISf,👍,5,0,6.5.0,2024-03-06 13:00:46,,,6.5.0
761efd4a-04b8-4457-91e8-0235ff1b8481,MUHAMMAD ZAKI ROBBI AKHSIN -,https://play-lh.googleusercontent.com/a-/ALV-UjWoXDnIZC1IbUe05NVU-ubQVSALuG-NwmILiwbP7slM49Ul_9FR,"Aplikasinya bagus, tidak kalah dengan aplikasi lain yang sudah besar. Tp saya ada satu catatan, aplikasi ini terlalu berat dan hp menjadi cepat panas saat melakukan order",5,9,6.5.0,2024-03-03 13:12:33,,,6.5.0
15bc3a23-dbdd-4c6a-b958-46797e334cfd,Faizal Rozy,https://play-lh.googleusercontent.com/a/ACg8ocJ2Xos29-njRieijPqGZXcYadpLl74-d1TMuqIoAlDvYSHE8A=mo,1. Udah pake pembayaran non tunai. Pas g lama dichat drivernya bilang kalo g punya uang buat bayar ke toko. 3x loh kaya gini di hari yg sama. Sy diberi qris lagi sm driver buat bayar. Lah kan udah non tunai. Udah lunas. Disuruh bayar double? 3x cancel gara2 driver g punya uang buat bayar. Aneh! 2. Di aplikasi ada promo. Sy pake tu promo. Di chat sama driver kalo harganya g sesuai. Disuruh bayar lagi sejumlah promonya ke driver. Kan aneh. Masa uang promo disuruh balikin ke driver,1,10,6.5.0,2024-02-25 06:28:51,,,6.5.0
afff78a3-43e4-42fa-9b3a-e2ad8e04f93f,EA Raps,https://play-lh.googleusercontent.com/a-/ALV-UjUqJs5vZbMLYDnsaQ4x2LnRUutc8jBSZnr1d7FzMhSR0h0RFMdaYw,Sedihnya pembatalan tdk bs kembali dana. Jadi point yg ga bs diambil. Harus pesan lagi dan ga bs dipakai lagi krn dibawah nominal setelah pemakaian pertama . Payah.,1,0,6.5.0,2024-02-23 20:34:36,,,6.5.0
18b39f0d-ea51-4043-8725-e7d8f585d08e,Afif Beno,https://play-lh.googleusercontent.com/a-/ALV-UjUQPdYXYwXCd8nurL3MYri1hxtJ-uzqPa94zuBQIvPik2fAYLD8,help,5,0,6.4.3,2024-02-09 16:24:25,,,6.4.3
e7eb9b71-e9d4-4c75-b1be-5f6785e3411d,Ika Rasya,https://play-lh.googleusercontent.com/a/ACg8ocIM0D1Jfl8xbvnSxx_mf_XKvBmfPQgTDF2ZaovGmcdREkSg=mo,terimakasih,5,0,6.4.2,2024-02-06 00:10:10,,,6.4.2
b8361e8d-760c-470f-bcaf-89137e523fd4,Cantika Putri,https://play-lh.googleusercontent.com/a/ACg8ocJ6OehJfZT5r7FQi7UuWmF9h2TdWQ4l5cZBh_aNgAsx01n91Q=mo,"terimakasih pak driver tetep semangat 💪 walaupun hujan ,demi keluarga pak💪",5,0,6.4.2,2024-02-04 21:07:35,,,6.4.2
ae092cbb-346b-4e4b-84d2-2c2b24deb173,kenkin channel,https://play-lh.googleusercontent.com/a-/ALV-UjUY-2JNoVIXbc9Fqtggc2CYD7xW419OSrZv_oe1Lgejv-Lhjrht,"Aplikasi bagus .. rata"" drivernya baik baik .. maps juga akurat hrga murah ..",5,1,6.4.0,2024-02-02 13:34:08,,,6.4.0
c67f6db7-7242-4088-ba2b-9457fea76975,Tri okt,https://play-lh.googleusercontent.com/a-/ALV-UjVIfpVTnnp0JVkrHGrwvzn4ku0NHqopN5nEd9A207cdzEcV_5B2,"Titik koordinat penjemputan tidak sesuai atau tidak pas dengan consumer. Drivernya kebablasan. Lama waktu penjemputan sangat lama, mungkin karena driver belum terlalu banyak, jadi jarak antar costumer dengan driver jauh jauh. Menu makanannya belum terlalu banyak Untuk harga termasuk yg murah diantara jasa yg lain, cocok untuk anak kos sangat merakyat, terimakasih",3,0,,2024-01-31 16:49:16,,,
bbc31ae5-7599-4890-9b67-53c784a3bc04,Ninda Nurul Fatikha,https://play-lh.googleusercontent.com/a-/ALV-UjUxXvcqYM4Yme6515-oxAVVD_oWSiwrdPubjvQmp-uas7siOD13sQ,bintang dua untuk kegercepan maps yg di aplikasi kurang akurat,2,0,6.4.0,2024-01-30 10:09:18,,,6.4.0
402e20fd-719b-4275-9427-a4bfe3fa4646,usraan Id,https://play-lh.googleusercontent.com/a/ACg8ocJNQA5SA-pftS2v1CmXtgvNx8jofrK11fFqIUf998YQdmNUgQ=mo,Driver ny susah dicari,4,0,6.4.0,2024-01-28 22:58:12,,,6.4.0
8a2af6e0-f923-431d-b691-a077e1100d0c,Rahmat Hidayat,https://play-lh.googleusercontent.com/a-/ALV-UjVLFzm7JZwrOgejGp9DAccB1-A27VdvYNk92TtTHvgHXXZembE,"Aplikasi nya tidak bagus, karena ketika pesan Jogja Car. Driver selalu alasan jauh dan minta cancel",1,6,6.4.0,2024-01-28 10:35:44,,,6.4.0
75655fd1-a868-4ac9-abaa-04893c14cf36,Farri Purnawan,https://play-lh.googleusercontent.com/a-/ALV-UjXJ_LElpj7xiNDbrW-mISvRKOLEmRlN2PJL60esC-DC1X9VRR0,Belum diperbahuri ...pesen buger king di pakuwon tpi uda enggga ada,1,1,6.4.0,2024-01-27 17:57:01,,,6.4.0
9c2fb1db-16d4-4892-a10b-d1bf67ce41e2,Vany Rangkae,https://play-lh.googleusercontent.com/a/ACg8ocIq0_lq-Z-3ZrkF2kcm5_xgKTwqXtfrs6gy7OxpFzOxXNZdQQ=mo,Driver jauh apk kadang keluar sendiri.,1,0,,2024-01-24 11:58:48,,,
8a17348c-7fa5-4d1d-88a6-89d93984771d,Aris Wibowo,https://play-lh.googleusercontent.com/a-/ALV-UjXjhKQzd-xzKb1v2W-hUXl8p8o-aIT8FcuVo9dnv3vlQ0B40bbN,mohon aplikasinya diperbaiki kasihan customer dan drivernya. ambil penumpangnya kejauhan dan aplikasi tiba2 keluar sendiri. dan driver dan customer g bs cancel sendiri.,2,8,6.4.0,2024-01-24 09:18:48,,,6.4.0
65bf2fb8-791a-4a0a-9320-4b8da49bbbec,niken retnosari,https://play-lh.googleusercontent.com/a/ACg8ocIvXR7DnLaOyCk-nixH12_omHN18zgLo8vg-oUUz4fWu7mFFg=mo,"pertama kali order pake jogjakita, driver ramah dan baik",5,0,6.4.0,2024-01-24 06:49:49,,,6.4.0
b7968479-cefb-4058-86bc-144c7d83b9a5,Bintang Samudra,https://play-lh.googleusercontent.com/a-/ALV-UjWcQfpiuzBl1p_PEwE-JyX8CZhiU5llWbwbNrD4TJv0q-Qo9NM,josss,5,0,6.3.0,2024-01-16 23:49:32,,,6.3.0
f731c4a9-816a-4a9e-936e-8ce5936e3718,Rajo Alamando,https://play-lh.googleusercontent.com/a-/ALV-UjW8NyFK3K5Ch2SVxA7wJsBP4gLqpMawulVumROeAwroTC-30Asz,aplikasi ojol lokal jogja keren dan murah,5,0,6.3.0,2024-01-16 10:52:32,,,6.3.0
6edd1b2a-c6d1-4d6a-8244-6f6d754980f0,Rosyid Hanif Fauzi,https://play-lh.googleusercontent.com/a-/ALV-UjX3vjakxDYv6GBtH8Yz-zgY-zgEyhoGju_KllwiNLb7EmoZv34G,tarif sesuai layanan,4,0,6.3.0,2024-01-10 15:32:26,,,6.3.0
610aeb6e-4bc4-47f6-ac29-fd6c85da8d71,pandi,https://play-lh.googleusercontent.com/a-/ALV-UjUO2poBb_twCStqj0mJmSXivbltcx77qWZ6NwFgvmfxMvrjlush,mantap,5,0,6.3.0,2024-01-07 10:10:33,,,6.3.0
6c9f734c-05f6-4e3a-a3c4-5f68c63cc3be,Afnan Bastian,https://play-lh.googleusercontent.com/a-/ALV-UjWcImWoKEbOPHNwDEv_9aH_fP_gFK4zW5p5jA-2v0h0zKvI_k3_,"driver bagus, respon cepat",5,0,6.3.0,2024-01-03 17:21:18,,,6.3.0
440a862c-4436-4bdc-8f99-0bc41580abbe,Hamdani Fhadillah,https://play-lh.googleusercontent.com/a-/ALV-UjUWi2b_fsK9n8wlvy3XYUKIR8Abg53DuNNxaMGbrKGq4x5nm6uJ,"Saya pesan dari kos saya ke stasiun tidak menemukan driver, pembyaran melalui gopay dan saldonya tidak refund. Bagaimana ini ?",1,1,6.3.0,2024-01-03 05:16:17,,,6.3.0
4de9881f-45d0-4e02-95bb-457a25661d1a,Anugrah Sanharto,https://play-lh.googleusercontent.com/a-/ALV-UjVDObSy86JbIp16x2cST81rzoMRt8-zDNVeODoMsjzbOdDn4iIb,Mau daftar malah kelap kelip hp... aplikasi nya perbaiki lagi gan Masa sudah beberapa kali install tetap ngeblank saat coba daftar,2,0,6.3.0,2023-12-30 07:40:12,,,6.3.0
5abb7433-f271-435f-8aa7-54406c1aecd5,Little Baixian,https://play-lh.googleusercontent.com/a-/ALV-UjUOGX4WRsTL9q5ItA6BM02qrtoNpil2kcCfEiN48V26dRESImoy,Pertama kali pesan bagus. Cuma ketika buka pesan malah bug. Dan keluar dr aplikasi sendiri. Semoga segera diperbaiki ya kak,4,5,6.3.0,2023-12-27 18:03:03,,,6.3.0
9acba3b3-3737-49ac-931a-d0cda107eb94,Khanza Malika Az Zahra,https://play-lh.googleusercontent.com/a-/ALV-UjUmHA_yA7Z5qO5kPKKwfq_wA88Lpj47oi87b-100klrUv67BAHh,"aplikasi suka keluar secara tiba-tiba, padahal sudah update & bersihkan cache. sampai sekarang belum bisa masuk ke aplikasinya lagi karena keluar terus",1,4,6.3.0,2023-12-26 15:07:09,,,6.3.0
cc9eb9f0-60b2-499d-9044-643c591a33b8,21 Teo,https://play-lh.googleusercontent.com/a/ACg8ocIIMHIYhMT_hINAIkmBHeGY0HGUGcDrn8XxVL9wqHu6G9b3iEc=mo,"Aplikasi tidak mendukung pembayaran non cash dan pesanan tidak bisa di cancel, sangat menyusahkan, harus bayar pake cash dan harus ambil uang dulu ke ATM",1,3,6.3.0,2023-12-23 19:13:56,,,6.3.0
7686077f-3202-4df0-8194-dde8d54965b0,Imam Rudiharso,https://play-lh.googleusercontent.com/a-/ALV-UjVi9fR-yXf0KCqpQT2OOFqE6avpGjsXgRdzOb26Js6SWhNWLXjj,percuma dapat koin 100 ngga bisa di uangkan dan ngga bakal bisa di pake . apalagi yg di jakarta mana ada Jogja di jakarta,1,0,,2023-12-23 04:52:47,,,
f949a6cb-bbbe-4ea5-84ae-35f6d7702d39,Runi Runi,https://play-lh.googleusercontent.com/a/ACg8ocK2_sGPDEkyta45xKMLYGCFw6pID3QLHa-4oJ4GnlB6hnd65co=mo,sipp 👍👍,5,0,6.3.0,2023-12-17 09:23:57,,,6.3.0
5a95ea7e-12fa-456d-b10e-708da092f4f2,Kirani Aulia Az Zahra,https://play-lh.googleusercontent.com/a-/ALV-UjVDxxYz-TrG7BPvluQzFMV2gDYmHIqAH5iWY0cPQz082C93VQqp,𝑇𝑒𝑟𝑙𝑎𝑙𝑢 𝑠𝑒𝑟𝑖𝑛𝑔 𝑛𝑜𝑡𝑖𝑓𝑖𝑘𝑎𝑠𝑖. 𝑁𝑗𝑒𝑙𝑒ℎ𝑖,3,0,6.3.0,2023-12-17 08:01:35,,,6.3.0
7d79b044-458e-4794-8ef2-1ba2f02f497c,Ranti Rifa'atul Mufarrohah,https://play-lh.googleusercontent.com/a-/ALV-UjUmrD0DHFqap7O12IeJ95IqyBXWdDJAHo6heVspsVMMRaF_N_6H,good,5,0,6.3.0,2023-12-16 21:45:59,,,6.3.0
f6225feb-0ddd-44cd-9d56-4c4479fbea89,Condol Wirog,https://play-lh.googleusercontent.com/a/ACg8ocK-UDpfHFoww8d7QKt7jKU5j9H2Zof8fd99SWb11wdKhSks9JCJ=mo,Mau cancel krn slh almt g bisa cancel. Msa mau cancel hrus wa dlu..ksanya mksa bgt g bs cancel,1,0,,2023-12-14 15:01:09,,,
7e461491-3800-4de5-91a3-0ccee3a06095,Ratri Prabaningrum,https://play-lh.googleusercontent.com/a-/ALV-UjVGwaLsKFkCdKzz62dqGHF4r00VfBfaVbALVYS2HCFtJOxCnMDP,aplikasi sering keluar sendiri. transfer ke bank harus verifikasi ktp dan foto dg ktp dan masih nunggu 2 hari kerja yg sy rasa terlalu lama. harusnya bisa dilakukan hitungan menit atau jam saja. akun SC sempat diblokir. untuk layanan pelanggan kurang responsif dan kurang cepat menyelesaikan kendala.,3,5,6.3.0,2023-12-13 11:27:59,,,6.3.0
6fa07f1d-d917-4619-b6a6-312adbe89f3d,Yinma Zahra,https://play-lh.googleusercontent.com/a-/ALV-UjXNbcnu1RMMCUjHOJJv4dxMkfByGOLmTTixV45_JjQDuaimNM0,sejauh ini pelayanan nya oke. saya hanya kendala tentang masih seeikitnya driver jogja kita di daerah tempat saya tinggal. jadi agak lama kalo saya nunggu drivernya dateng.,5,0,6.3.0,2023-12-05 16:57:05,,,6.3.0
db077376-b904-4f4b-aa29-c106e84e4c36,Niklaus Wisesa,https://play-lh.googleusercontent.com/a-/ALV-UjX2HZOL8-wfMvNl_LkzXp1mroawl_3eNlFLehhYyW9rTzupDzna,Beri dukungan nyata ke aplikasi lokal agar bisa bersaing bukan dengan dengan cara menghujat,5,0,6.3.0,2023-12-03 13:21:18,,,6.3.0
79b84fd6-e5a4-4739-b593-9e48f9ebe200,Fadhila Yeni,https://play-lh.googleusercontent.com/a/ACg8ocJA-6UgaScfxpOjsL1thmR_YFLTB2yzrFpa7S_yt19C0rdTyQ=mo,Promo tidak jelas.. Punya point juga gak jelas.. Gak ada t&c nya,1,1,,2023-12-02 10:28:29,,,
206fadee-4439-45d8-8ad2-d0708605b7d9,putut wijanarko,https://play-lh.googleusercontent.com/a/ACg8ocIPH4MGz3vo6jqu0W2B_YH6uuDuAdD2BOfaOcoWceb8pJwUMA=mo,ramah,5,0,6.3.0,2023-12-01 17:54:07,,,6.3.0
fc75e42c-ba39-456c-a648-5aa0134992eb,Wening Syahareni,https://play-lh.googleusercontent.com/a-/ALV-UjVYnKkJ2lMG-YR58GBn7peHHc7r-0oFJXj3G9P6FKTEqlQxZ2ou,Say lagi jalanin layanan kirim ini gmn abis d update ga bs buka aplikas. Emosi banget lah ga bakal pake ini lagi,1,1,6.3.0,2023-11-30 14:52:00,,,6.3.0
5f6c0d0e-5d99-4799-a2c6-5b47a0299f5c,Vanda,https://play-lh.googleusercontent.com/a-/ALV-UjWm67YcTfnU-vYX3DKhnDBa_sHdHJ4Wpg29Df8mMHZ9BF24vgqjDw,cepat sampai,5,0,6.2.0,2023-11-30 12:34:24,,,6.2.0
7887f436-107c-48b1-a492-22792af76a53,lambung channel,https://play-lh.googleusercontent.com/a-/ALV-UjU6VIQMqZwVx_sN6MjcNSK46Ym7DQd5IYP5_AddDop4YKjkjig,bagus,5,0,6.2.0,2023-11-25 15:34:28,,,6.2.0
6c6c7a09-ec29-4b27-a6ce-16ddebf05d62,Alfarilakbarismail Alfarilakbarismail,https://play-lh.googleusercontent.com/a/ACg8ocICRBapOAXUGc8aSKaqZlKFbCtnoZI841LjSvtmd5adUXX2hQ=mo,triver nya ramah,5,0,6.2.0,2023-11-21 20:03:28,,,6.2.0
daa8ddcf-3043-4f2c-8a26-4e195b38f871,Petualang,https://play-lh.googleusercontent.com/a/ACg8ocJGTxbrmlPKlqXTyM_Bb79LMP5jGo3ltoG2ZRNlVArDB2XBtA=mo,"Aplikasi masih suka ngebug,not responding, kadang suka keluar sendiri.. Mohon di tingkatkan lagi kalau sekiranya belum matang ga usah buru buru launching",2,8,6.2.0,2023-11-21 09:11:38,"Hi kak Petualang, terimakasih untuk ulasannya. Jika kakak mengalami kendala, silahkan langsung menghubungi kami di Call Center (WA) : 0823-2619-9946. Dengan senang hati kami siap untuk membantu kakak.",2023-07-28 20:58:19,6.2.0
a7c9f4fc-2082-43f1-9526-ad261504cd62,Putri Nur Fatimah,https://play-lh.googleusercontent.com/a/ACg8ocICPIKxFpeV4R01uiF7qBbkD6KShN56aVzwfyNFuH7Ea8LI1Q=mo,"2x dapat driver yang tidak amanah,lama di jalan entah masih belum selesai orderan sebelum nya atau apa pada hal dari jarak lokasi penjemputan dengan lokasi driver tidak jauh hanya sekitar 10 menit tapi bisa sampai 20 menit lebih di chat malah suruh nunggu kalau tidak bisa handel cancel aja biar bisa cari yang lain ini suruh nunggu pada hal udah mau telat kerja. Jangan ambil order double atau masih ada urusan jangan dulu di ambil kasian yg pesen juga kalau kayak gini.",1,4,5.0.2,2023-11-19 09:25:44,,,5.0.2
ec1759dd-5c23-4a70-9c94-561e1f5e71c2,David Novantri,https://play-lh.googleusercontent.com/a-/ALV-UjVxEFV_PHU5pWtnU87QuMf5jQmmZX6z9pPtq-IqkryskmT0rxo,sangat baik,5,0,6.2.0,2023-11-19 02:01:42,,,6.2.0
b695e19f-b630-4ad3-8ce2-4a383141ba82,halimah kurnia,https://play-lh.googleusercontent.com/a-/ALV-UjW2SGX1ZLgjnjMOyISOKIhabGcXqXBI8kWRCMScOYUlAR009rA,"terimakasih pak sudah rela hujan2 buat nganterinnya.. semoga berkah, semoga lancar rezekinya dan selalu mendapat nikmat sehat.. aamiiinn",5,0,6.1.3,2023-11-13 13:28:20,,,6.1.3
4902d01a-7564-4dc2-b983-bd49c8c0cf03,Dessy Anggraeni_IPA004,https://play-lh.googleusercontent.com/a/ACg8ocJtBa4miTCkG7K0MjoMmqHb7ZVZ_0HvfRNoSRzE8ZNLfADjUA=mo,Terimakasih 🙏,5,0,6.0.0,2023-10-31 19:03:27,,,6.0.0
59974622-30fa-436f-8bfe-367f376cfc98,Septian Basuki,https://play-lh.googleusercontent.com/a/ACg8ocKYVEleiNunTYtST00pwjNMxAt8gaAZ3oXCT2Vt09mOKiifhw=mo,mantap👌,5,0,6.1.3,2023-10-31 12:19:15,,,6.1.3
a0485ceb-3c89-411c-8149-b33e0134df6b,Cahyo Adipurnomo,https://play-lh.googleusercontent.com/a/ACg8ocLcsne0biYxXgehl5tF5-1o0vOjyc1V3_JfokP03Qb9zW9KmQ=mo,"Aplikasi ojek online asli Jogja buatan anak Indonesia khususnya Jogjakarta , serta aplikasi objek online dengan tarif paling murah se jogja dan aplikasi ojek online pertama yang ada sosial medianya seperti tiktok",5,0,,2023-10-31 00:50:34,,,
dca30f42-dbda-4e92-a178-3c7680f37eae,flora tina,https://play-lh.googleusercontent.com/a-/ALV-UjUg3zIGWYx4NWzU94ndXsfx0IGpY9yIAcnQI76t5H2GaEk9SAwS,trimakasih,5,0,6.1.3,2023-10-26 12:45:57,"Hi Kak flora tina, terimakasih untuk ulasannya. JogjaKita adalah platform sosial media pertama dengan on-demand services terlengkap. JogjaKita juga membantu membagikan istimewamu & istimewanya Jogja ke banyak orang. Buat hari-harimu jadi lebih mudah & menyenangkan! Yuk ajak semua menggunakan aplikasi JogjaKita ya!!#TunjukkanIstimewamu!",2023-10-27 13:45:15,6.1.3
57c6ee02-8ed7-4ba0-b15a-ca2ea53497a2,Saskia reka,https://play-lh.googleusercontent.com/a-/ALV-UjVVb34sbcgFw9kivAZWsW3EwxFPpNB1h7G05oTn4nA_jBOVjDkycQ,"Jujur aplikasi ini benernya murah bs bayar non tunai pula syang aplikasinya njlimet gr2 ada video, mau pesen jd salah2 klik mulu",3,0,6.1.3,2023-10-26 07:53:16,"Hi kak Saskia reka, terimakasih untuk ulasannya. Jika kakak mengalami kendala, silahkan bisa langsung menghubungi kami di Call Center (WA) : 0823-2619-9946. Dengan senang hati, kami siap untuk membantu kakak.",2023-10-26 11:57:19,6.1.3
d0f58fc9-0092-408a-9909-2c2a2e7d2be9,Aditia Ramadani,https://play-lh.googleusercontent.com/a/ACg8ocItf0KPjAkZ8Dtvlr6X2zOc0Nhdg3cfM4o0I3lfdOotuOoQfw=mo,"Tambahin pembayaran ewalet pas top up saldo nya dong , biar lebih gampang",5,0,6.1.3,2023-10-25 07:43:24,"Hi Kak Aditia Ramadani, terimakasih untuk ulasannya. JogjaKita adalah platform sosial media pertama dengan on-demand services terlengkap. JogjaKita juga membantu membagikan istimewamu & istimewanya Jogja ke banyak orang. Buat hari-harimu jadi lebih mudah & menyenangkan! Yuk ajak semua menggunakan aplikasi JogjaKita ya!!#TunjukkanIstimewamu!",2023-10-25 11:30:39,6.1.3
908d2f21-5cb6-4d95-ae9c-937756ccf738,Chintya Iswatiningtyas,https://play-lh.googleusercontent.com/a/ACg8ocKvwvEVvclOY4AdFuVvgl3EgaH0fBbwnkBdDGO0YmUKq5g_kQ=mo,bagus dan pelayanannya memuaskan,5,0,4.5.1,2023-10-22 12:40:21,"Hi Kak Chintya Iswatiningtyas, terimakasih untuk ulasannya. JogjaKita adalah platform sosial media pertama dengan on-demand services terlengkap. JogjaKita juga membantu membagikan istimewamu & istimewanya Jogja ke banyak orang. Buat hari-harimu jadi lebih mudah & menyenangkan! Yuk ajak semua menggunakan aplikasi JogjaKita ya!!#TunjukkanIstimewamu!",2023-10-25 11:30:21,4.5.1
